0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,17,17,17,17,17,17,17,17,17,17,17,17,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,0,0,0,0,8,17,17,17,17,17,17,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,4,4,4,4,4,4,4,4,4,7,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,1,0,0,18,7,21,24,24,24,20,19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,4,4,7,4,7,4,4,7,4,7,4,4,19,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,18,7,27,5,5,5,26,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,17,14,4,7,7,7,4,4,4,4,4,7,4,4,19,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,8,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,18,6,27,5,5,5,26,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,4,4,7,7,4,4,4,4,7,7,4,7,4,4,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,1,0,0,0,18,7,23,25,25,25,22,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,4,4,4,4,7,4,7,7,4,4,7,4,4,4,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,1,0,10,16,16,16,16,13,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,7,7,7,4,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,18,4,7,6,6,6,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,7,4,4,7,4,7,7,4,7,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,1,0,0,18,4,4,6,6,6,6,4,4,4,4,4,4,4,4,7,7,7,7,4,7,4,4,7,7,4,4,7,4,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,1,0,0,0,1,0,0,18,4,7,6,6,6,6,4,4,7,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,1,1,0,0,18,4,4,4,4,4,6,6,6,4,4,7,4,4,4,7,4,4,4,4,4,4,7,7,4,4,4,4,7,4,7,4,4,4,7,4,4,4,4,4,4,6,6,6,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,1,0,0,0,0,0,0,18,4,4,4,4,6,4,6,6,6,6,6,4,4,7,4,6,6,4,4,7,6,4,4,7,4,4,4,6,6,4,4,4,4,7,4,4,6,4,4,6,6,4,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,10,13,4,4,4,4,4,4,6,6,6,4,7,4,6,7,4,4,4,7,4,4,4,4,4,4,4,7,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,6,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
